review_id,caterer_id,caterer_name,cuisine_type,performance_tier,review_date,star_rating,vader_compound,vader_label,tb_polarity,tb_subjectivity,topic_label,topic_probability,word_count
482,6,Taqueria Del Sol,Mexican,gold,2023-01-29,5,0.8718,positive,0.4778,0.6111,Delivery & Timeliness,0.5646,17
1070,14,Garden State Greens,Vegetarian,silver,2023-01-30,5,0.4939,positive,0.1333,0.3,Delivery & Timeliness,0.5209,21
192,3,Harbor Fresh Kitchen,American,silver,2023-01-30,4,0.4215,positive,0.6,1.0,Packaging & Presentation,0.96,12
657,8,Mediterranean Table,Mediterranean,platinum,2023-01-31,5,0.5106,positive,0.0667,0.1667,Customer Service,0.6051,20
1181,15,Federal Street Fare,American,needs_improvement,2023-01-31,4,0.3612,positive,0.15,0.4,Food Quality & Taste,0.5425,17
573,7,The Grain Bowl,American,silver,2023-02-01,4,0.7778,positive,0.65,0.4,Food Quality & Taste,0.9108,16
710,9,Seoul Kitchen Catering,Korean,gold,2023-02-02,4,0.3818,positive,0.3111,0.5056,Food Quality & Taste,0.6198,11
209,3,Harbor Fresh Kitchen,American,silver,2023-02-02,4,0.7269,positive,0.6,1.0,Packaging & Presentation,0.5396,14
416,5,Green Garden Catering,Vegetarian,gold,2023-02-04,4,0.4215,positive,0.6,1.0,Packaging & Presentation,0.9425,11
116,2,Spice Route Catering,Indian,gold,2023-02-05,5,0.2263,positive,0.1667,0.1,Value & Pricing,0.5971,18
1016,13,The Smokehouse BBQ,BBQ,silver,2023-02-05,4,0.7003,positive,0.15,0.4,Food Quality & Taste,0.5978,16
497,6,Taqueria Del Sol,Mexican,gold,2023-02-06,4,0.6124,positive,0.5,0.875,Food Quality & Taste,0.9195,15
752,9,Seoul Kitchen Catering,Korean,gold,2023-02-06,5,0.836,positive,0.675,0.9375,Customer Service,0.6488,24
561,7,The Grain Bowl,American,silver,2023-02-06,4,0.5106,positive,0.0,0.0,Packaging & Presentation,0.9328,13
975,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-08,4,0.2263,positive,0.0286,0.8119,Value & Pricing,0.9555,16
663,8,Mediterranean Table,Mediterranean,platinum,2023-02-10,5,0.5719,positive,0.45,0.55,Packaging & Presentation,0.7692,20
1065,14,Garden State Greens,Vegetarian,silver,2023-02-10,5,0.0,neutral,0.2929,0.7179,Packaging & Presentation,0.6074,20
90,1,Boston Box Lunch Co.,American,platinum,2023-02-10,5,0.765,positive,0.0,0.0,Packaging & Presentation,0.9556,17
563,7,The Grain Bowl,American,silver,2023-02-10,4,0.3818,positive,0.3548,0.7131,Value & Pricing,0.9422,13
18,1,Boston Box Lunch Co.,American,platinum,2023-02-10,5,0.7506,positive,0.3667,0.4611,Packaging & Presentation,0.3888,21
435,5,Green Garden Catering,Vegetarian,gold,2023-02-10,5,0.4019,positive,0.1,0.3833,Packaging & Presentation,0.9552,19
559,7,The Grain Bowl,American,silver,2023-02-11,4,0.743,positive,0.6111,0.8056,Delivery & Timeliness,0.5754,15
517,7,The Grain Bowl,American,silver,2023-02-11,4,0.5719,positive,0.55,0.55,Delivery & Timeliness,0.9428,14
218,3,Harbor Fresh Kitchen,American,silver,2023-02-11,4,0.2263,positive,0.0286,0.8119,Value & Pricing,0.9555,16
274,4,Bella Cucina Events,Italian,platinum,2023-02-12,5,0.6369,positive,1.0,0.3,Customer Service,0.6545,23
1040,13,The Smokehouse BBQ,BBQ,silver,2023-02-12,4,0.875,positive,0.725,1.0,Customer Service,0.9556,18
272,4,Bella Cucina Events,Italian,platinum,2023-02-12,5,0.7269,positive,0.25,0.65,Value & Pricing,0.9379,24
958,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-13,4,0.7269,positive,0.6,1.0,Customer Service,0.6546,13
74,1,Boston Box Lunch Co.,American,platinum,2023-02-13,5,0.8176,positive,0.3333,0.8333,Value & Pricing,0.3657,30
125,2,Spice Route Catering,Indian,gold,2023-02-14,5,0.6369,positive,0.45,0.7,Value & Pricing,0.6399,21
312,4,Bella Cucina Events,Italian,platinum,2023-02-15,5,0.8268,positive,1.0,1.0,Delivery & Timeliness,0.8794,21
692,9,Seoul Kitchen Catering,Korean,gold,2023-02-16,5,0.5095,positive,0.3,0.5,Packaging & Presentation,0.3993,19
136,2,Spice Route Catering,Indian,gold,2023-02-17,5,0.674,positive,0.4833,0.5333,Customer Service,0.4324,23
783,10,New England Deli,American,needs_improvement,2023-02-18,4,0.3612,positive,0.15,0.4,Food Quality & Taste,0.9499,16
736,9,Seoul Kitchen Catering,Korean,gold,2023-02-18,4,0.6115,positive,0.5286,0.8119,Value & Pricing,0.9325,12
302,4,Bella Cucina Events,Italian,platinum,2023-02-18,5,0.893,positive,0.4667,0.5833,Food Quality & Taste,0.7238,21
1111,14,Garden State Greens,Vegetarian,silver,2023-02-19,4,0.3804,positive,0.2,0.3,Food Quality & Taste,0.5427,13
846,11,Saffron House,Middle Eastern,gold,2023-02-19,5,0.8481,positive,0.3867,0.7067,Value & Pricing,0.425,19
156,2,Spice Route Catering,Indian,gold,2023-02-19,4,0.3182,positive,0.2952,0.6452,Delivery & Timeliness,0.5124,12
1024,13,The Smokehouse BBQ,BBQ,silver,2023-02-19,4,0.0,neutral,0.1,0.1,Food Quality & Taste,0.328,10
2,1,Boston Box Lunch Co.,American,platinum,2023-02-19,5,0.5719,positive,0.5,0.5,Delivery & Timeliness,0.5607,22
915,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-20,4,0.7351,positive,0.575,0.75,Customer Service,0.5112,15
7,1,Boston Box Lunch Co.,American,platinum,2023-02-20,5,0.8955,positive,0.5778,0.6444,Delivery & Timeliness,0.5819,20
855,11,Saffron House,Middle Eastern,gold,2023-02-20,4,0.7096,positive,0.4333,0.8333,Packaging & Presentation,0.5111,13
443,6,Taqueria Del Sol,Mexican,gold,2023-02-21,4,0.765,positive,0.5,0.9,Value & Pricing,0.5666,12
977,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-21,4,0.7003,positive,0.36,0.7,Food Quality & Taste,0.5202,18
259,4,Bella Cucina Events,Italian,platinum,2023-02-22,5,0.4019,positive,0.05,0.1917,Packaging & Presentation,0.7485,18
446,6,Taqueria Del Sol,Mexican,gold,2023-02-23,5,0.9152,positive,0.7,0.75,Delivery & Timeliness,0.6426,15
552,7,The Grain Bowl,American,silver,2023-02-24,4,0.6369,positive,-0.5,1.0,Value & Pricing,0.5666,14
1146,15,Federal Street Fare,American,needs_improvement,2023-02-24,4,0.5106,positive,0.5,0.9,Value & Pricing,0.7195,12
899,11,Saffron House,Middle Eastern,gold,2023-02-26,5,0.7845,positive,0.38,0.6367,Value & Pricing,0.5629,22
898,11,Saffron House,Middle Eastern,gold,2023-02-26,4,0.6369,positive,1.0,0.3,Packaging & Presentation,0.9269,14
1133,14,Garden State Greens,Vegetarian,silver,2023-02-26,4,0.6369,positive,0.4167,0.7083,Food Quality & Taste,0.9271,12
310,4,Bella Cucina Events,Italian,platinum,2023-02-27,5,0.7574,positive,0.0338,0.7288,Packaging & Presentation,0.3999,23
509,6,Taqueria Del Sol,Mexican,gold,2023-02-28,4,0.5719,positive,1.0,1.0,Packaging & Presentation,0.5099,15
786,10,New England Deli,American,needs_improvement,2023-02-28,4,0.5994,positive,0.3778,0.6389,Delivery & Timeliness,0.5359,11
398,5,Green Garden Catering,Vegetarian,gold,2023-02-28,4,0.3818,positive,0.3548,0.7131,Value & Pricing,0.9422,13
408,5,Green Garden Catering,Vegetarian,gold,2023-03-01,5,0.8221,positive,0.0838,0.4287,Food Quality & Taste,0.705,24
1132,14,Garden State Greens,Vegetarian,silver,2023-03-02,4,0.7579,positive,0.2667,0.5583,Food Quality & Taste,0.9555,18
677,8,Mediterranean Table,Mediterranean,platinum,2023-03-02,5,0.6369,positive,0.55,0.2,Packaging & Presentation,0.5767,20
1064,14,Garden State Greens,Vegetarian,silver,2023-03-02,5,0.9231,positive,0.2444,0.8611,Value & Pricing,0.4182,21
489,6,Taqueria Del Sol,Mexican,gold,2023-03-02,4,0.839,positive,1.0,1.0,Delivery & Timeliness,0.9426,14
1012,13,The Smokehouse BBQ,BBQ,silver,2023-03-03,4,0.3612,positive,0.1333,0.3,Food Quality & Taste,0.6788,16
449,6,Taqueria Del Sol,Mexican,gold,2023-03-03,4,0.8316,positive,0.35,0.6917,Packaging & Presentation,0.5599,15
580,7,The Grain Bowl,American,silver,2023-03-05,4,0.6369,positive,0.25,0.925,Value & Pricing,0.96,16
220,3,Harbor Fresh Kitchen,American,silver,2023-03-06,4,0.8689,positive,0.8,1.0,Delivery & Timeliness,0.5315,17
219,3,Harbor Fresh Kitchen,American,silver,2023-03-06,4,0.5106,positive,0.0,0.0,Packaging & Presentation,0.9328,10
1155,15,Federal Street Fare,American,needs_improvement,2023-03-07,4,0.8268,positive,1.0,1.0,Delivery & Timeliness,0.9426,14
154,2,Spice Route Catering,Indian,gold,2023-03-08,4,0.6369,positive,0.1333,0.3944,Food Quality & Taste,0.5241,18
775,10,New England Deli,American,needs_improvement,2023-03-09,4,0.7096,positive,0.4167,0.7083,Packaging & Presentation,0.5857,11
288,4,Bella Cucina Events,Italian,platinum,2023-03-09,5,0.7579,positive,0.2667,0.7,Value & Pricing,0.6079,26
96,2,Spice Route Catering,Indian,gold,2023-03-10,4,0.5106,positive,0.5,0.9,Value & Pricing,0.9423,15
1154,15,Federal Street Fare,American,needs_improvement,2023-03-11,4,0.8779,positive,0.55,0.9375,Customer Service,0.5857,15
20,1,Boston Box Lunch Co.,American,platinum,2023-03-12,4,0.5106,positive,0.0,0.0,Packaging & Presentation,0.9555,11
976,12,Pacific Rim Catering,Asian Fusion,silver,2023-03-12,4,0.4215,positive,0.6,1.0,Packaging & Presentation,0.9425,14
39,1,Boston Box Lunch Co.,American,platinum,2023-03-14,5,0.8625,positive,0.4333,0.6292,Customer Service,0.3887,22
1075,14,Garden State Greens,Vegetarian,silver,2023-03-15,4,0.6369,positive,-0.5,1.0,Value & Pricing,0.5666,14
711,9,Seoul Kitchen Catering,Korean,gold,2023-03-15,4,0.7351,positive,0.4333,0.6,Food Quality & Taste,0.5073,20
94,2,Spice Route Catering,Indian,gold,2023-03-16,5,0.5423,positive,0.3952,0.8119,Packaging & Presentation,0.4246,18
1156,15,Federal Street Fare,American,needs_improvement,2023-03-17,4,0.5106,positive,0.2929,0.7179,Packaging & Presentation,0.5191,12
731,9,Seoul Kitchen Catering,Korean,gold,2023-03-17,4,0.5106,positive,0.4,0.7,Value & Pricing,0.9422,12
1129,14,Garden State Greens,Vegetarian,silver,2023-03-18,4,0.6808,positive,0.1667,0.3333,Delivery & Timeliness,0.5124,14
167,2,Spice Route Catering,Indian,gold,2023-03-18,5,0.765,positive,0.75,0.75,Packaging & Presentation,0.3655,27
620,8,Mediterranean Table,Mediterranean,platinum,2023-03-19,5,0.7574,positive,0.345,0.6383,Packaging & Presentation,0.3993,23
135,2,Spice Route Catering,Indian,gold,2023-03-20,4,0.3818,positive,0.4167,0.7083,Packaging & Presentation,0.6367,12
155,2,Spice Route Catering,Indian,gold,2023-03-20,4,0.7351,positive,0.4333,0.6,Delivery & Timeliness,0.4896,20
843,11,Saffron House,Middle Eastern,gold,2023-03-21,5,0.5095,positive,0.2,0.3,Delivery & Timeliness,0.6684,18
1119,14,Garden State Greens,Vegetarian,silver,2023-03-21,5,0.8834,positive,0.6167,0.8333,Delivery & Timeliness,0.5544,25
787,10,New England Deli,American,needs_improvement,2023-03-23,4,0.3818,positive,0.3548,0.7131,Value & Pricing,0.9422,13
285,4,Bella Cucina Events,Italian,platinum,2023-03-23,5,0.8934,positive,0.6333,0.7,Delivery & Timeliness,0.4002,25
318,4,Bella Cucina Events,Italian,platinum,2023-03-24,5,0.5095,positive,0.2,0.3,Delivery & Timeliness,0.6684,18
349,5,Green Garden Catering,Vegetarian,gold,2023-03-24,5,0.872,positive,0.4833,0.8833,Delivery & Timeliness,0.6143,19
284,4,Bella Cucina Events,Italian,platinum,2023-03-26,4,0.765,positive,0.5,0.9,Value & Pricing,0.96,14
1193,15,Federal Street Fare,American,needs_improvement,2023-03-27,3,0.2732,positive,-0.0583,0.725,Delivery & Timeliness,0.7847,32
111,2,Spice Route Catering,Indian,gold,2023-03-28,4,0.765,positive,0.5,0.9,Value & Pricing,0.96,14
59,1,Boston Box Lunch Co.,American,platinum,2023-03-28,5,0.93,positive,0.65,0.8125,Packaging & Presentation,0.71,17
444,6,Taqueria Del Sol,Mexican,gold,2023-03-28,4,0.7096,positive,0.4333,0.8333,Packaging & Presentation,0.5111,13
234,3,Harbor Fresh Kitchen,American,silver,2023-03-28,4,0.5859,positive,0.2,0.4333,Food Quality & Taste,0.6279,16
463,6,Taqueria Del Sol,Mexican,gold,2023-03-29,5,0.8555,positive,0.525,0.925,Value & Pricing,0.5268,22
715,9,Seoul Kitchen Catering,Korean,gold,2023-03-29,5,0.4215,positive,-0.5,1.0,Value & Pricing,0.9635,25
270,4,Bella Cucina Events,Italian,platinum,2023-03-30,5,0.5994,positive,0.85,1.0,Customer Service,0.9458,25
4,1,Boston Box Lunch Co.,American,platinum,2023-03-30,5,0.7579,positive,0.2667,0.5583,Food Quality & Taste,0.9634,25
1097,14,Garden State Greens,Vegetarian,silver,2023-03-30,5,0.6808,positive,0.45,0.8,Value & Pricing,0.5465,19
569,7,The Grain Bowl,American,silver,2023-03-31,4,0.6369,positive,0.25,0.925,Value & Pricing,0.96,16
881,11,Saffron House,Middle Eastern,gold,2023-04-01,5,0.8481,positive,0.2,0.5437,Food Quality & Taste,0.9618,24
996,13,The Smokehouse BBQ,BBQ,silver,2023-04-01,4,0.2263,positive,-0.2,0.55,Value & Pricing,0.9422,14
535,7,The Grain Bowl,American,silver,2023-04-01,4,0.7783,positive,0.6111,0.5722,Food Quality & Taste,0.8997,14
708,9,Seoul Kitchen Catering,Korean,gold,2023-04-02,4,0.3804,positive,0.3,0.5,Packaging & Presentation,0.5657,14
265,4,Bella Cucina Events,Italian,platinum,2023-04-02,5,0.6369,positive,0.45,0.7,Value & Pricing,0.6399,21
953,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-03,5,0.6801,positive,0.2441,0.6701,Packaging & Presentation,0.4579,21
810,10,New England Deli,American,needs_improvement,2023-04-03,4,0.7096,positive,0.4167,0.7083,Packaging & Presentation,0.5857,11
5,1,Boston Box Lunch Co.,American,platinum,2023-04-03,5,0.5267,positive,0.2286,0.6063,Packaging & Presentation,0.3954,19
145,2,Spice Route Catering,Indian,gold,2023-04-03,5,0.8126,positive,0.6667,0.6667,Delivery & Timeliness,0.7584,23
835,11,Saffron House,Middle Eastern,gold,2023-04-03,5,0.836,positive,0.6,1.0,Packaging & Presentation,0.558,21
921,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-04,4,0.3804,positive,0.3,0.5,Food Quality & Taste,0.9332,13
1152,15,Federal Street Fare,American,needs_improvement,2023-04-04,4,0.802,positive,0.85,1.0,Customer Service,0.5113,15
649,8,Mediterranean Table,Mediterranean,platinum,2023-04-04,5,0.9118,positive,0.7,0.875,Packaging & Presentation,0.6451,19
678,8,Mediterranean Table,Mediterranean,platinum,2023-04-05,5,0.8176,positive,0.3,0.1,Packaging & Presentation,0.7238,18
978,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-05,4,0.7269,positive,0.25,0.65,Value & Pricing,0.9331,17
541,7,The Grain Bowl,American,silver,2023-04-07,4,0.839,positive,1.0,1.0,Delivery & Timeliness,0.9426,14
585,7,The Grain Bowl,American,silver,2023-04-08,4,0.836,positive,0.6,1.0,Packaging & Presentation,0.5111,14
345,4,Bella Cucina Events,Italian,platinum,2023-04-08,5,0.7902,positive,0.345,0.405,Packaging & Presentation,0.5573,22
1168,15,Federal Street Fare,American,needs_improvement,2023-04-10,4,0.5719,positive,1.0,1.0,Delivery & Timeliness,0.7286,14
603,8,Mediterranean Table,Mediterranean,platinum,2023-04-12,5,0.8555,positive,0.525,0.925,Value & Pricing,0.5978,22
256,4,Bella Cucina Events,Italian,platinum,2023-04-14,5,0.7783,positive,0.3667,0.4667,Packaging & Presentation,0.3643,21
43,1,Boston Box Lunch Co.,American,platinum,2023-04-15,5,0.7574,positive,0.345,0.6383,Delivery & Timeliness,0.3778,23
438,6,Taqueria Del Sol,Mexican,gold,2023-04-15,4,0.3804,positive,0.3,0.5,Food Quality & Taste,0.9271,13
53,1,Boston Box Lunch Co.,American,platinum,2023-04-15,5,0.3804,positive,0.15,0.25,Food Quality & Taste,0.6001,18
10,1,Boston Box Lunch Co.,American,platinum,2023-04-16,5,0.7964,positive,0.75,0.4,Customer Service,0.9526,28
1004,13,The Smokehouse BBQ,BBQ,silver,2023-04-17,4,0.6478,positive,0.2,0.4417,Packaging & Presentation,0.5823,15
1115,14,Garden State Greens,Vegetarian,silver,2023-04-17,5,0.8807,positive,0.5,0.6875,Customer Service,0.4358,24
233,3,Harbor Fresh Kitchen,American,silver,2023-04-18,4,0.802,positive,0.85,1.0,Customer Service,0.5113,15
961,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-19,5,0.6478,positive,0.2,0.4417,Packaging & Presentation,0.6181,22
474,6,Taqueria Del Sol,Mexican,gold,2023-04-19,5,0.3818,positive,-0.5,1.0,Value & Pricing,0.3738,20
224,3,Harbor Fresh Kitchen,American,silver,2023-04-20,4,0.2263,positive,-0.5,1.0,Value & Pricing,0.542,15
1088,14,Garden State Greens,Vegetarian,silver,2023-04-20,4,0.6369,positive,1.0,0.3,Packaging & Presentation,0.9269,14
367,5,Green Garden Catering,Vegetarian,gold,2023-04-20,4,0.7269,positive,0.35,0.55,Customer Service,0.6546,13
211,3,Harbor Fresh Kitchen,American,silver,2023-04-22,5,0.7717,positive,0.65,0.75,Delivery & Timeliness,0.9714,19
182,3,Harbor Fresh Kitchen,American,silver,2023-04-22,4,0.8074,positive,0.5,0.875,Packaging & Presentation,0.5856,12
99,2,Spice Route Catering,Indian,gold,2023-04-23,4,0.6808,positive,0.3,0.5,Packaging & Presentation,0.5334,10
746,9,Seoul Kitchen Catering,Korean,gold,2023-04-24,5,0.8555,positive,0.65,0.2,Packaging & Presentation,0.5519,21
329,4,Bella Cucina Events,Italian,platinum,2023-04-25,5,0.7783,positive,0.4583,0.4292,Food Quality & Taste,0.4848,19
1078,14,Garden State Greens,Vegetarian,silver,2023-04-25,4,0.3818,positive,0.3111,0.5056,Food Quality & Taste,0.6198,11
207,3,Harbor Fresh Kitchen,American,silver,2023-04-26,4,0.6124,positive,0.3619,0.7702,Value & Pricing,0.5127,14
947,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-26,4,0.8271,positive,0.4778,0.8056,Customer Service,0.5147,14
294,4,Bella Cucina Events,Italian,platinum,2023-04-28,4,0.7269,positive,0.25,0.65,Value & Pricing,0.9331,17
1182,15,Federal Street Fare,American,needs_improvement,2023-04-29,4,0.8173,positive,0.3667,0.6667,Delivery & Timeliness,0.5414,15
1184,15,Federal Street Fare,American,needs_improvement,2023-05-01,4,0.7717,positive,0.4333,0.3667,Food Quality & Taste,0.9427,19
423,5,Green Garden Catering,Vegetarian,gold,2023-05-01,5,0.4019,positive,0.1714,0.5089,Value & Pricing,0.6551,18
9,1,Boston Box Lunch Co.,American,platinum,2023-05-01,5,0.7269,positive,0.0,0.4,Value & Pricing,0.6164,26
141,2,Spice Route Catering,Indian,gold,2023-05-02,5,0.8777,positive,0.1783,0.5967,Food Quality & Taste,0.6285,20
1014,13,The Smokehouse BBQ,BBQ,silver,2023-05-02,4,0.6249,positive,0.2833,0.5542,Food Quality & Taste,0.9555,17
1186,15,Federal Street Fare,American,needs_improvement,2023-05-02,4,0.7184,positive,0.65,0.75,Delivery & Timeliness,0.9555,14
1149,15,Federal Street Fare,American,needs_improvement,2023-05-02,4,0.5423,positive,0.1111,0.8056,Value & Pricing,0.9495,15
246,3,Harbor Fresh Kitchen,American,silver,2023-05-03,4,0.5994,positive,0.85,1.0,Customer Service,0.9382,18
840,11,Saffron House,Middle Eastern,gold,2023-05-04,5,0.5106,positive,0.4,0.7,Value & Pricing,0.9493,19
965,12,Pacific Rim Catering,Asian Fusion,silver,2023-05-04,4,0.3818,positive,0.4167,0.7083,Food Quality & Taste,0.9199,11
1039,13,The Smokehouse BBQ,BBQ,silver,2023-05-05,4,0.7574,positive,0.4333,0.6,Food Quality & Taste,0.9497,16
544,7,The Grain Bowl,American,silver,2023-05-05,4,0.7096,positive,0.2667,0.4667,Delivery & Timeliness,0.9333,12
441,6,Taqueria Del Sol,Mexican,gold,2023-05-05,4,0.764,positive,0.65,0.75,Food Quality & Taste,0.9329,13
811,10,New England Deli,American,needs_improvement,2023-05-06,4,0.7906,positive,0.625,0.925,Delivery & Timeliness,0.51,16
542,7,The Grain Bowl,American,silver,2023-05-07,4,0.6369,positive,0.1333,0.3944,Food Quality & Taste,0.5241,18
636,8,Mediterranean Table,Mediterranean,platinum,2023-05-07,5,0.7351,positive,0.42,0.66,Value & Pricing,0.5765,24
33,1,Boston Box Lunch Co.,American,platinum,2023-05-09,5,0.8313,positive,0.25,0.375,Customer Service,0.6859,29
417,5,Green Garden Catering,Vegetarian,gold,2023-05-10,5,0.5106,positive,0.1571,0.3871,Customer Service,0.6794,21
359,5,Green Garden Catering,Vegetarian,gold,2023-05-10,5,0.6486,positive,0.3,0.6,Food Quality & Taste,0.506,24
355,5,Green Garden Catering,Vegetarian,gold,2023-05-10,5,0.7845,positive,0.3667,0.2278,Packaging & Presentation,0.6391,20
424,5,Green Garden Catering,Vegetarian,gold,2023-05-11,5,0.9184,positive,0.7,0.8333,Customer Service,0.9665,25
179,3,Harbor Fresh Kitchen,American,silver,2023-05-11,4,0.0,neutral,0.0,0.0,Packaging & Presentation,0.938,11
674,8,Mediterranean Table,Mediterranean,platinum,2023-05-11,5,0.8689,positive,0.575,0.8625,Value & Pricing,0.51,17
163,2,Spice Route Catering,Indian,gold,2023-05-11,5,0.624,positive,0.15,0.325,Food Quality & Taste,0.7282,24
