caterer_name,review_month,review_count,avg_vader,avg_star,pct_negative,vader_3mo_avg
Boston Box Lunch Co.,2024-08,2,0.8539,5.0,0.0,0.7003
Boston Box Lunch Co.,2024-09,4,0.629925,5.0,0.0,0.7422
Boston Box Lunch Co.,2024-10,1,0.875,5.0,0.0,0.7863
Boston Box Lunch Co.,2024-11,2,0.41355,4.5,0.0,0.6395
Boston Box Lunch Co.,2024-12,5,0.7415200000000001,5.0,0.0,0.6767
Federal Street Fare,2023-01,4,0.6375,4.0,0.0,0.6375
Federal Street Fare,2023-02,1,0.5106,4.0,0.0,0.574
Federal Street Fare,2023-03,4,0.622125,3.75,0.0,0.5901
Federal Street Fare,2023-04,3,0.7304,4.0,0.0,0.621
Federal Street Fare,2023-05,4,0.70575,4.0,0.0,0.6861
Federal Street Fare,2023-06,2,0.28595,4.0,0.0,0.574
Federal Street Fare,2023-07,3,0.3716333333333333,3.6666666666666665,33.33333333333333,0.4544
Federal Street Fare,2023-08,5,0.38244,4.0,0.0,0.3467
Federal Street Fare,2023-09,1,0.8777,4.0,0.0,0.5439
Federal Street Fare,2023-10,3,0.2794666666666667,3.6666666666666665,33.33333333333333,0.5132
Federal Street Fare,2023-11,2,-0.2828,3.5,50.0,0.2915
Federal Street Fare,2023-12,2,0.70385,4.0,0.0,0.2335
Federal Street Fare,2024-01,5,0.56616,4.0,0.0,0.3291
Federal Street Fare,2024-02,1,0.6369,4.0,0.0,0.6356
Federal Street Fare,2024-03,2,0.4455,4.0,0.0,0.5495
Federal Street Fare,2024-04,2,0.5022500000000001,4.0,0.0,0.5282
Federal Street Fare,2024-06,2,0.5971500000000001,4.0,0.0,0.515
Federal Street Fare,2024-07,3,0.5620333333333333,4.0,0.0,0.5538
Federal Street Fare,2024-09,1,0.8555,4.0,0.0,0.6716
Federal Street Fare,2024-10,3,0.32226666666666665,4.0,0.0,0.5799
Federal Street Fare,2024-11,3,0.749,4.0,0.0,0.6423
Federal Street Fare,2024-12,3,0.48733333333333334,4.0,0.0,0.5195
Garden State Greens,2023-01,3,0.6836333333333333,4.333333333333333,0.0,0.6836
Garden State Greens,2023-02,3,0.3391,4.333333333333333,0.0,0.5114
Garden State Greens,2023-03,6,0.7604833333333333,4.5,0.0,0.5944
Garden State Greens,2023-04,3,0.6331333333333333,4.333333333333333,0.0,0.5776
Garden State Greens,2023-05,2,0.58685,4.0,0.0,0.6602
Garden State Greens,2023-06,4,0.45635000000000003,4.0,0.0,0.5588
Garden State Greens,2023-07,6,0.5859833333333334,4.333333333333333,0.0,0.5431
Garden State Greens,2023-08,4,0.474225,4.25,0.0,0.5055
Garden State Greens,2023-09,2,0.74065,5.0,0.0,0.6003
Garden State Greens,2023-10,1,0.8555,4.0,0.0,0.6901
Garden State Greens,2023-11,3,0.6851333333333334,4.0,0.0,0.7604
Garden State Greens,2023-12,5,0.51356,4.4,0.0,0.6847
Garden State Greens,2024-01,3,0.6083333333333334,4.0,0.0,0.6023
Garden State Greens,2024-02,2,0.56145,4.0,0.0,0.5611
Garden State Greens,2024-03,4,0.67,4.0,0.0,0.6133
Garden State Greens,2024-04,3,0.7275333333333333,4.333333333333333,0.0,0.653
Garden State Greens,2024-05,2,0.6588499999999999,4.0,0.0,0.6855
Garden State Greens,2024-06,1,0.0,5.0,0.0,0.4621
Garden State Greens,2024-07,6,0.6641666666666667,4.666666666666667,0.0,0.441
Garden State Greens,2024-08,8,0.77805,4.375,0.0,0.4807
Garden State Greens,2024-09,3,0.3389333333333333,4.333333333333333,0.0,0.5937
Garden State Greens,2024-10,1,0.6124,4.0,0.0,0.5765
Garden State Greens,2024-11,2,0.6409,4.5,0.0,0.5307
Garden State Greens,2024-12,3,0.6864,4.666666666666667,0.0,0.6466
Green Garden Catering,2023-01,4,0.57935,5.0,0.0,0.5794
Green Garden Catering,2023-02,3,0.40173333333333333,4.333333333333333,0.0,0.4905
Green Garden Catering,2023-03,2,0.8470500000000001,5.0,0.0,0.6094
Green Garden Catering,2023-04,1,0.7269,4.0,0.0,0.6586
Green Garden Catering,2023-05,6,0.68535,5.0,0.0,0.7531
Green Garden Catering,2023-06,4,0.627275,4.75,0.0,0.6798
Green Garden Catering,2023-07,5,0.52852,4.8,0.0,0.6137
Green Garden Catering,2023-08,5,0.5943,4.8,0.0,0.5834
Green Garden Catering,2023-09,3,0.7096,4.333333333333333,0.0,0.6108
Green Garden Catering,2023-10,3,0.6303,4.333333333333333,0.0,0.6447
Green Garden Catering,2023-11,1,0.8834,5.0,0.0,0.7411
Green Garden Catering,2023-12,3,0.7564666666666667,5.0,0.0,0.7567
Green Garden Catering,2024-01,2,0.63425,4.5,0.0,0.758
Green Garden Catering,2024-02,5,0.5776600000000001,5.0,0.0,0.6561
Green Garden Catering,2024-03,2,0.848,5.0,0.0,0.6866
Green Garden Catering,2024-04,8,0.77125,4.625,0.0,0.7323
Green Garden Catering,2024-05,5,0.7264,4.4,0.0,0.7819
Green Garden Catering,2024-06,6,0.6677833333333334,4.666666666666667,0.0,0.7218
Green Garden Catering,2024-07,3,0.6831666666666667,4.666666666666667,0.0,0.6924
Green Garden Catering,2024-08,2,0.7247,5.0,0.0,0.6919
Green Garden Catering,2024-09,2,0.6124,4.5,0.0,0.6734
Green Garden Catering,2024-10,5,0.6098,4.2,0.0,0.649
Green Garden Catering,2024-11,6,0.6127,5.0,0.0,0.6116
Green Garden Catering,2024-12,2,0.5566,4.5,0.0,0.593
Harbor Fresh Kitchen,2023-01,2,0.624,4.5,0.0,0.624
Harbor Fresh Kitchen,2023-02,2,0.4766,4.0,0.0,0.5503
Harbor Fresh Kitchen,2023-03,3,0.6551333333333333,4.0,0.0,0.5852
Harbor Fresh Kitchen,2023-04,5,0.6439600000000001,4.2,0.0,0.5919
Harbor Fresh Kitchen,2023-05,2,0.2997,4.0,0.0,0.5329
Harbor Fresh Kitchen,2023-07,5,0.60706,4.2,0.0,0.5169
Harbor Fresh Kitchen,2023-08,6,0.7488833333333332,4.333333333333333,0.0,0.5519
Harbor Fresh Kitchen,2023-09,5,0.67182,4.0,0.0,0.6759
Harbor Fresh Kitchen,2023-10,4,0.67455,4.25,0.0,0.6984
Harbor Fresh Kitchen,2023-11,2,0.5917,4.0,0.0,0.646
Harbor Fresh Kitchen,2023-12,3,0.5271333333333333,4.333333333333333,0.0,0.5978
Harbor Fresh Kitchen,2024-01,6,0.6344,4.5,0.0,0.5844
Harbor Fresh Kitchen,2024-02,4,0.462675,4.5,0.0,0.5414
Harbor Fresh Kitchen,2024-03,5,0.71182,4.0,0.0,0.603
Harbor Fresh Kitchen,2024-04,2,0.85685,4.5,0.0,0.6771
Harbor Fresh Kitchen,2024-05,6,0.5653166666666667,4.166666666666667,0.0,0.7113
Harbor Fresh Kitchen,2024-06,2,0.76095,4.0,0.0,0.7277
Harbor Fresh Kitchen,2024-07,2,0.5841000000000001,4.0,0.0,0.6368
Harbor Fresh Kitchen,2024-08,2,0.46530000000000005,4.0,0.0,0.6034
Harbor Fresh Kitchen,2024-09,3,0.2967,4.0,0.0,0.4487
Harbor Fresh Kitchen,2024-10,4,0.648025,4.25,0.0,0.47
Harbor Fresh Kitchen,2024-12,2,0.67725,4.0,0.0,0.5407
Mediterranean Table,2023-01,3,0.6805333333333333,4.666666666666667,0.0,0.6805
Mediterranean Table,2023-02,1,0.5719,5.0,0.0,0.6262
Mediterranean Table,2023-03,2,0.6971499999999999,5.0,0.0,0.6499
Mediterranean Table,2023-04,3,0.8616333333333334,5.0,0.0,0.7102
Mediterranean Table,2023-05,2,0.802,5.0,0.0,0.7869
Mediterranean Table,2023-07,3,0.7816000000000001,5.0,0.0,0.8151
Mediterranean Table,2023-08,4,0.743,4.75,0.0,0.7755
Mediterranean Table,2023-09,4,0.589975,4.25,0.0,0.7049
Mediterranean Table,2023-10,6,0.8325999999999999,5.0,0.0,0.7219
Mediterranean Table,2023-11,5,0.60992,4.4,0.0,0.6775
Mediterranean Table,2023-12,3,0.7432,4.666666666666667,0.0,0.7286
Mediterranean Table,2024-01,3,0.6823666666666667,5.0,0.0,0.6785
Mediterranean Table,2024-02,9,0.6386333333333334,4.777777777777778,0.0,0.6881
Mediterranean Table,2024-03,2,0.76145,5.0,0.0,0.6942
Mediterranean Table,2024-04,2,0.49949999999999994,5.0,0.0,0.6332
Mediterranean Table,2024-05,4,0.65495,4.25,0.0,0.6386
Mediterranean Table,2024-06,4,0.6179749999999999,4.25,0.0,0.5908
Mediterranean Table,2024-07,3,0.7243666666666666,5.0,0.0,0.6658
Mediterranean Table,2024-08,6,0.6264166666666666,4.666666666666667,0.0,0.6563
Mediterranean Table,2024-09,1,0.9022,5.0,0.0,0.751
Mediterranean Table,2024-10,5,0.81014,4.8,0.0,0.7796
Mediterranean Table,2024-11,4,0.698025,5.0,0.0,0.8035
Mediterranean Table,2024-12,12,0.47875833333333334,4.666666666666667,0.0,0.6623
New England Deli,2023-01,6,0.5191833333333333,4.0,0.0,0.5192
New England Deli,2023-02,2,0.48030000000000006,4.0,0.0,0.4997
New England Deli,2023-03,2,0.5457,4.0,0.0,0.5151
New England Deli,2023-04,1,0.7096,4.0,0.0,0.5785
New England Deli,2023-05,2,0.6812499999999999,4.0,0.0,0.6455
New England Deli,2023-06,1,0.7906,4.0,0.0,0.7272
New England Deli,2023-07,2,0.60195,4.0,0.0,0.6913
New England Deli,2023-08,1,0.8777,4.0,0.0,0.7567
New England Deli,2023-09,5,0.57254,4.0,0.0,0.6841
New England Deli,2023-10,1,0.6115,4.0,0.0,0.6872
New England Deli,2023-11,4,0.50395,4.0,0.0,0.5627
New England Deli,2023-12,5,0.53808,4.0,0.0,0.5512
New England Deli,2024-01,4,0.7118,4.0,0.0,0.5846
New England Deli,2024-02,3,0.34226666666666666,4.0,0.0,0.5307
New England Deli,2024-03,2,0.5292,4.0,0.0,0.5278
New England Deli,2024-05,2,0.47614999999999996,4.0,0.0,0.4492
New England Deli,2024-06,2,0.70735,4.0,0.0,0.5709
New England Deli,2024-07,1,0.8479,4.0,0.0,0.6771
New England Deli,2024-08,2,0.7134499999999999,4.0,0.0,0.7562
New England Deli,2024-09,4,0.6696500000000001,4.0,0.0,0.7437
New England Deli,2024-10,6,0.6365166666666667,4.0,0.0,0.6732
New England Deli,2024-11,2,0.4144,4.0,0.0,0.5735
New England Deli,2024-12,3,0.658,4.0,0.0,0.5696
Pacific Rim Catering,2023-02,4,0.59715,4.0,0.0,0.5972
Pacific Rim Catering,2023-03,1,0.4215,4.0,0.0,0.5093
Pacific Rim Catering,2023-04,5,0.65246,4.4,0.0,0.557
Pacific Rim Catering,2023-05,1,0.3818,4.0,0.0,0.4853
Pacific Rim Catering,2023-06,5,0.49154,4.2,0.0,0.5086
Pacific Rim Catering,2023-07,4,0.72575,4.25,0.0,0.533
Pacific Rim Catering,2023-08,4,0.489725,4.25,0.0,0.569
Pacific Rim Catering,2023-09,6,0.6083333333333334,4.166666666666667,0.0,0.6079
Pacific Rim Catering,2023-10,2,0.5742,4.5,0.0,0.5574
Pacific Rim Catering,2023-11,1,0.6124,5.0,0.0,0.5983
Pacific Rim Catering,2023-12,5,0.59526,4.0,0.0,0.594
Pacific Rim Catering,2024-01,1,0.7089,4.0,0.0,0.6389
Pacific Rim Catering,2024-02,3,0.6298,4.333333333333333,0.0,0.6447
Pacific Rim Catering,2024-03,1,0.3818,4.0,0.0,0.5735
Pacific Rim Catering,2024-04,4,0.69295,4.0,0.0,0.5682
Pacific Rim Catering,2024-05,3,0.5873,4.0,0.0,0.554
Pacific Rim Catering,2024-06,4,0.507725,4.5,0.0,0.596
Pacific Rim Catering,2024-07,3,0.7098,4.0,0.0,0.6016
Pacific Rim Catering,2024-08,2,0.55575,4.0,0.0,0.5911
Pacific Rim Catering,2024-09,3,0.4801,4.0,0.0,0.5819
Pacific Rim Catering,2024-10,2,0.56015,4.0,0.0,0.532
Pacific Rim Catering,2024-11,6,0.4346166666666667,4.0,0.0,0.4916
Pacific Rim Catering,2024-12,7,0.5343,4.142857142857143,0.0,0.5097
Saffron House,2023-01,4,0.8062,4.75,0.0,0.8062
Saffron House,2023-02,4,0.744775,4.5,0.0,0.7755
Saffron House,2023-03,1,0.5095,5.0,0.0,0.6868
Saffron House,2023-04,2,0.84205,5.0,0.0,0.6988
Saffron House,2023-05,3,0.6330333333333334,4.666666666666667,0.0,0.6615
Saffron House,2023-06,2,0.7676000000000001,5.0,0.0,0.7476
Saffron House,2023-07,3,0.8568666666666666,5.0,0.0,0.7525
Saffron House,2023-08,3,0.6882333333333334,5.0,0.0,0.7709
Saffron House,2023-09,6,0.7996833333333333,4.833333333333333,0.0,0.7816
Saffron House,2023-10,6,0.7065,4.5,0.0,0.7315
Saffron House,2023-11,7,0.7557999999999999,4.714285714285714,0.0,0.754
Saffron House,2023-12,3,0.6132,4.333333333333333,0.0,0.6918
Saffron House,2024-01,7,0.5252571428571428,4.714285714285714,0.0,0.6314
Saffron House,2024-02,6,0.7283666666666667,4.833333333333333,0.0,0.6223
Saffron House,2024-03,2,0.7959,4.5,0.0,0.6832
Saffron House,2024-04,5,0.66142,4.4,0.0,0.7286
Saffron House,2024-05,3,0.7266666666666667,4.666666666666667,0.0,0.728
Saffron House,2024-06,4,0.4098,4.0,0.0,0.5993
Saffron House,2024-07,4,0.6305000000000001,4.5,0.0,0.589
Saffron House,2024-08,2,0.4696,4.5,0.0,0.5033
Saffron House,2024-09,3,0.5391333333333334,4.666666666666667,0.0,0.5464
Saffron House,2024-10,2,0.5641,4.5,0.0,0.5243
Saffron House,2024-11,2,0.78355,4.5,0.0,0.6289
Saffron House,2024-12,4,0.556775,4.75,0.0,0.6348
Seoul Kitchen Catering,2023-01,2,0.8383499999999999,5.0,0.0,0.8384
Seoul Kitchen Catering,2023-02,4,0.5847,4.5,0.0,0.7115
Seoul Kitchen Catering,2023-03,3,0.5557333333333333,4.333333333333333,0.0,0.6596
Seoul Kitchen Catering,2023-04,2,0.61795,4.5,0.0,0.5861
Seoul Kitchen Catering,2023-05,2,0.8134,4.5,0.0,0.6624
Seoul Kitchen Catering,2023-06,1,0.8777,4.0,0.0,0.7697
Seoul Kitchen Catering,2023-07,4,0.768725,4.5,0.0,0.8199
Seoul Kitchen Catering,2023-08,2,0.6819,4.5,0.0,0.7761
Seoul Kitchen Catering,2023-09,3,0.4650666666666667,4.0,0.0,0.6386
Seoul Kitchen Catering,2023-10,4,0.6091249999999999,4.5,0.0,0.5854
Seoul Kitchen Catering,2023-11,3,0.7731,4.666666666666667,0.0,0.6158
Seoul Kitchen Catering,2023-12,5,0.6159399999999999,4.6,0.0,0.6661
Seoul Kitchen Catering,2024-01,3,0.6296333333333334,4.666666666666667,0.0,0.6729
Seoul Kitchen Catering,2024-02,1,0.5413,5.0,0.0,0.5956
Seoul Kitchen Catering,2024-03,4,0.699425,4.75,0.0,0.6235
Seoul Kitchen Catering,2024-04,1,0.8481,5.0,0.0,0.6963
Seoul Kitchen Catering,2024-05,5,0.70426,4.4,0.0,0.7506
Seoul Kitchen Catering,2024-06,3,0.7738333333333335,4.666666666666667,0.0,0.7754
Seoul Kitchen Catering,2024-07,6,0.7599833333333333,4.5,0.0,0.746
Seoul Kitchen Catering,2024-08,4,0.60515,4.75,0.0,0.713
Seoul Kitchen Catering,2024-09,5,0.67876,4.6,0.0,0.6813
Seoul Kitchen Catering,2024-10,5,0.59248,4.4,0.0,0.6255
Seoul Kitchen Catering,2024-11,6,0.52895,4.5,0.0,0.6001
Seoul Kitchen Catering,2024-12,6,0.6339,4.5,0.0,0.5851
Spice Route Catering,2023-01,6,0.63925,4.166666666666667,0.0,0.6392
Spice Route Catering,2023-02,4,0.46385,4.75,0.0,0.5516
Spice Route Catering,2023-03,7,0.6195285714285715,4.285714285714286,0.0,0.5742
Spice Route Catering,2023-04,2,0.7466999999999999,4.5,0.0,0.61
Spice Route Catering,2023-05,7,0.6398428571428572,4.428571428571429,0.0,0.6687
Spice Route Catering,2023-06,2,0.77875,4.5,0.0,0.7218
Spice Route Catering,2023-07,3,0.8290000000000001,5.0,0.0,0.7492
Spice Route Catering,2023-08,4,0.762,4.25,0.0,0.7899
Spice Route Catering,2023-09,7,0.5608285714285715,4.571428571428571,0.0,0.7173
Spice Route Catering,2023-10,5,0.7723800000000001,4.6,0.0,0.6984
Spice Route Catering,2023-11,6,0.6022666666666666,4.666666666666667,0.0,0.6452
Spice Route Catering,2023-12,1,0.5423,5.0,0.0,0.639
Spice Route Catering,2024-01,4,0.49275,4.75,0.0,0.5458
Spice Route Catering,2024-02,1,0.6369,4.0,0.0,0.5573
Spice Route Catering,2024-04,1,0.8779,5.0,0.0,0.6692
Spice Route Catering,2024-05,5,0.6238400000000001,4.6,0.0,0.7129
Spice Route Catering,2024-06,5,0.6001,4.2,0.0,0.7006
Spice Route Catering,2024-07,2,0.71145,4.5,0.0,0.6451
Spice Route Catering,2024-08,3,0.7319999999999999,4.0,0.0,0.6812
Spice Route Catering,2024-10,1,0.7717,5.0,0.0,0.7384
Spice Route Catering,2024-11,5,0.6582600000000001,4.4,0.0,0.7207
Spice Route Catering,2024-12,3,0.7010333333333333,5.0,0.0,0.7103
Taqueria Del Sol,2023-01,2,0.595,4.5,0.0,0.595
Taqueria Del Sol,2023-02,4,0.716125,4.25,0.0,0.6556
Taqueria Del Sol,2023-03,4,0.808925,4.25,0.0,0.7067
Taqueria Del Sol,2023-04,2,0.3811,4.5,0.0,0.6354
Taqueria Del Sol,2023-05,5,0.67774,4.4,0.0,0.6226
Taqueria Del Sol,2023-06,8,0.6171375,4.375,0.0,0.5587
Taqueria Del Sol,2023-07,3,0.6531,4.0,0.0,0.6493
Taqueria Del Sol,2023-08,3,0.6404666666666666,4.333333333333333,0.0,0.6369
Taqueria Del Sol,2023-09,6,0.54435,4.333333333333333,0.0,0.6126
Taqueria Del Sol,2023-10,3,0.6152666666666667,4.0,0.0,0.6
Taqueria Del Sol,2023-11,3,0.6534333333333333,4.333333333333333,0.0,0.6044
Taqueria Del Sol,2023-12,2,0.85415,4.5,0.0,0.7076
Taqueria Del Sol,2024-01,4,0.7409,4.0,0.0,0.7495
Taqueria Del Sol,2024-03,5,0.62598,4.4,0.0,0.7403
Taqueria Del Sol,2024-04,4,0.761725,4.5,0.0,0.7095
Taqueria Del Sol,2024-05,3,0.5868666666666666,4.0,0.0,0.6582
Taqueria Del Sol,2024-06,2,0.4293,4.5,0.0,0.5926
Taqueria Del Sol,2024-07,1,0.8074,4.0,0.0,0.6079
Taqueria Del Sol,2024-08,4,0.6392249999999999,4.5,0.0,0.6253
Taqueria Del Sol,2024-09,5,0.6881,4.4,0.0,0.7116
Taqueria Del Sol,2024-10,2,0.3811,4.0,0.0,0.5695
Taqueria Del Sol,2024-11,2,0.39185000000000003,4.0,0.0,0.487
Taqueria Del Sol,2024-12,3,0.8252,4.333333333333333,0.0,0.5327
The Grain Bowl,2023-01,5,0.647,4.2,0.0,0.647
The Grain Bowl,2023-02,6,0.6036666666666667,4.0,0.0,0.6253
The Grain Bowl,2023-03,2,0.6369,4.0,0.0,0.6292
The Grain Bowl,2023-04,3,0.8177666666666666,4.0,0.0,0.6861
The Grain Bowl,2023-05,3,0.6611333333333334,4.0,0.0,0.7053
The Grain Bowl,2023-06,2,0.5759,4.0,0.0,0.6849
The Grain Bowl,2023-07,4,0.718325,4.0,0.0,0.6518
The Grain Bowl,2023-09,1,0.8555,4.0,0.0,0.7166
The Grain Bowl,2023-10,3,0.6880000000000001,4.333333333333333,0.0,0.7539
The Grain Bowl,2023-11,2,0.7364999999999999,4.0,0.0,0.76
The Grain Bowl,2023-12,3,0.6727666666666666,4.0,0.0,0.6991
The Grain Bowl,2024-01,1,0.624,4.0,0.0,0.6778
The Grain Bowl,2024-02,2,0.44504999999999995,4.5,0.0,0.5806
The Grain Bowl,2024-03,1,0.7906,4.0,0.0,0.6199
The Grain Bowl,2024-05,4,0.35445,4.0,0.0,0.53
The Grain Bowl,2024-06,6,0.5184833333333333,4.0,0.0,0.5545
The Grain Bowl,2024-07,3,0.7197333333333334,4.0,0.0,0.5309
The Grain Bowl,2024-08,7,0.5899428571428571,4.0,0.0,0.6094
The Grain Bowl,2024-09,5,0.45898000000000005,4.0,0.0,0.5896
The Grain Bowl,2024-11,6,0.49086666666666673,4.0,0.0,0.5133
The Grain Bowl,2024-12,4,0.376825,4.0,0.0,0.4422
The Smokehouse BBQ,2023-01,1,0.0,4.0,0.0,0.0
The Smokehouse BBQ,2023-02,3,0.5251,4.0,0.0,0.2626
The Smokehouse BBQ,2023-03,1,0.3612,4.0,0.0,0.2954
The Smokehouse BBQ,2023-04,2,0.43705000000000005,4.0,0.0,0.4411
The Smokehouse BBQ,2023-05,3,0.6309666666666667,4.0,0.0,0.4764
The Smokehouse BBQ,2023-06,1,0.8481,4.0,0.0,0.6387
The Smokehouse BBQ,2023-07,1,0.5267,4.0,0.0,0.6686
The Smokehouse BBQ,2023-08,3,0.41486666666666666,4.0,0.0,0.5966
The Smokehouse BBQ,2023-09,2,0.521,4.0,0.0,0.4875
The Smokehouse BBQ,2023-10,3,0.8231,4.0,0.0,0.5863
The Smokehouse BBQ,2023-11,2,0.62985,4.0,0.0,0.658
The Smokehouse BBQ,2023-12,1,0.6124,4.0,0.0,0.6884
The Smokehouse BBQ,2024-01,3,0.4464333333333334,4.0,0.0,0.5629
The Smokehouse BBQ,2024-02,6,0.4689666666666667,4.0,0.0,0.5093
The Smokehouse BBQ,2024-03,2,0.5264500000000001,4.0,0.0,0.4806
The Smokehouse BBQ,2024-04,3,0.7319666666666667,4.0,0.0,0.5758
The Smokehouse BBQ,2024-05,3,0.6582666666666667,4.0,0.0,0.6389
The Smokehouse BBQ,2024-06,6,0.6332333333333333,4.0,0.0,0.6745
The Smokehouse BBQ,2024-07,1,0.7096,4.0,0.0,0.667
The Smokehouse BBQ,2024-08,4,0.535875,4.0,0.0,0.6262
The Smokehouse BBQ,2024-09,2,0.731,4.0,0.0,0.6588
The Smokehouse BBQ,2024-10,4,0.7767,4.0,0.0,0.6812
The Smokehouse BBQ,2024-11,6,0.55965,4.0,0.0,0.6891
The Smokehouse BBQ,2024-12,7,0.6560142857142858,4.0,0.0,0.6641
