review_id,caterer_id,caterer_name,cuisine_type,performance_tier,review_date,star_rating,review_text,word_count
745,9,Seoul Kitchen Catering,Korean,gold,2023-01-22,5,"Arrived right on time, which is rare. The food was absolutely delicious. Highly recommend to other offices in the area.",20
557,7,The Grain Bowl,American,silver,2023-01-22,4,The quality of the ingredients was outstanding. Showed up early and had everything ready before our guests arrived.,18
632,8,Mediterranean Table,Mediterranean,platinum,2023-01-23,5,Everything tasted fresh and flavorful. Best catering we have had in the office. Worth every penny for a team of 50.,21
303,4,Bella Cucina Events,Italian,platinum,2023-01-23,4,"The food was absolutely delicious. Everything was labeled clearly, including allergen info.",12
578,7,The Grain Bowl,American,silver,2023-01-23,4,A perfect variety of options for all dietary needs. The quality of the ingredients was outstanding.,16
832,11,Saffron House,Middle Eastern,gold,2023-01-26,4,The quality of the ingredients was outstanding. The food was absolutely delicious.,12
148,2,Spice Route Catering,Indian,gold,2023-01-26,4,The food was absolutely delicious. On-time delivery made our event stress-free.,11
598,8,Mediterranean Table,Mediterranean,platinum,2023-01-27,4,"Portions were generous and well-presented. Everything was labeled clearly, including allergen info.",12
286,4,Bella Cucina Events,Italian,platinum,2023-01-27,5,The flavors were bold and authentic. Our team raved about the food all afternoon. Affordable and filling — will order again.,21
326,4,Bella Cucina Events,Italian,platinum,2023-01-28,5,On-time delivery made our event stress-free. Incredibly fresh — you could taste the quality. We will definitely be ordering again.,20
75,1,Boston Box Lunch Co.,American,platinum,2023-01-29,5,"Incredibly fresh — you could taste the quality. Arrived right on time, which is rare. We have used them three times and they get better every time.",27
482,6,Taqueria Del Sol,Mexican,gold,2023-01-29,5,The food was absolutely delicious. Packaging was neat and easy to serve. Already booked our next order.,17
1070,14,Garden State Greens,Vegetarian,silver,2023-01-30,5,Showed up early and had everything ready before our guests arrived. Delivery was prompt and professional. Competitive pricing without sacrificing quality.,21
192,3,Harbor Fresh Kitchen,American,silver,2023-01-30,4,On-time delivery made our event stress-free. Eco-friendly containers were a nice touch.,12
657,8,Mediterranean Table,Mediterranean,platinum,2023-01-31,5,"On-time delivery made our event stress-free. Each item was packaged individually, which our team appreciated. Already booked our next order.",20
1181,15,Federal Street Fare,American,needs_improvement,2023-01-31,4,Showed up early and had everything ready before our guests arrived. On-time delivery made our event stress-free.,17
573,7,The Grain Bowl,American,silver,2023-02-01,4,Best catering we have had in the office. Incredibly fresh — you could taste the quality.,16
710,9,Seoul Kitchen Catering,Korean,gold,2023-02-02,4,Delivery was prompt and professional. The flavors were bold and authentic.,11
209,3,Harbor Fresh Kitchen,American,silver,2023-02-02,4,On-time delivery made our event stress-free. The driver was courteous and helpful with setup.,14
416,5,Green Garden Catering,Vegetarian,gold,2023-02-04,4,The food exceeded our expectations. Eco-friendly containers were a nice touch.,11
116,2,Spice Route Catering,Indian,gold,2023-02-05,5,Delivery was prompt and professional. Delivery was prompt and professional. Worth every penny for a team of 50.,18
1016,13,The Smokehouse BBQ,BBQ,silver,2023-02-05,4,Showed up early and had everything ready before our guests arrived. Portions were generous and well-presented.,16
497,6,Taqueria Del Sol,Mexican,gold,2023-02-06,4,Our team raved about the food all afternoon. The quality of the ingredients was outstanding.,15
752,9,Seoul Kitchen Catering,Korean,gold,2023-02-06,5,"The quality of the ingredients was outstanding. The presentation was beautiful — looked catered, not just delivered. Our go-to caterer for all company events.",24
561,7,The Grain Bowl,American,silver,2023-02-06,4,Portions were generous and well-presented. Our team raved about the food all afternoon.,13
975,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-08,4,"The delivery team handled a difficult parking situation gracefully. Arrived right on time, which is rare.",16
663,8,Mediterranean Table,Mediterranean,platinum,2023-02-10,5,On-time delivery made our event stress-free. Eco-friendly containers were a nice touch. Worth every penny for a team of 50.,20
1065,14,Garden State Greens,Vegetarian,silver,2023-02-10,5,"Arrived right on time, which is rare. On-time delivery made our event stress-free. Affordable and filling — will order again.",20
90,1,Boston Box Lunch Co.,American,platinum,2023-02-10,5,Portions were generous and well-presented. Portions were generous and well-presented. Our go-to caterer for all company events.,17
563,7,The Grain Bowl,American,silver,2023-02-10,4,"Arrived right on time, which is rare. The flavors were bold and authentic.",13
18,1,Boston Box Lunch Co.,American,platinum,2023-02-10,5,"A perfect variety of options for all dietary needs. Everything was labeled clearly, including allergen info. Already booked our next order.",21
435,5,Green Garden Catering,Vegetarian,gold,2023-02-10,5,"The food exceeded our expectations. Everything was labeled clearly, including allergen info. Our go-to caterer for all company events.",19
559,7,The Grain Bowl,American,silver,2023-02-11,4,The flavors were bold and authentic. A perfect variety of options for all dietary needs.,15
517,7,The Grain Bowl,American,silver,2023-02-11,4,Delivery was prompt and professional. A perfect variety of options for all dietary needs.,14
218,3,Harbor Fresh Kitchen,American,silver,2023-02-11,4,"Arrived right on time, which is rare. The delivery team handled a difficult parking situation gracefully.",16
274,4,Bella Cucina Events,Italian,platinum,2023-02-12,5,Best catering we have had in the office. Our team raved about the food all afternoon. Our go-to caterer for all company events.,23
1040,13,The Smokehouse BBQ,BBQ,silver,2023-02-12,4,"The driver was courteous and helpful with setup. The presentation was beautiful — looked catered, not just delivered.",18
272,4,Bella Cucina Events,Italian,platinum,2023-02-12,5,The delivery team handled a difficult parking situation gracefully. Best catering we have had in the office. Our go-to caterer for all company events.,24
958,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-13,4,The driver was courteous and helpful with setup. The food exceeded our expectations.,13
74,1,Boston Box Lunch Co.,American,platinum,2023-02-13,5,A perfect variety of options for all dietary needs. The delivery team handled a difficult parking situation gracefully. We have used them three times and they get better every time.,30
125,2,Spice Route Catering,Indian,gold,2023-02-14,5,On-time delivery made our event stress-free. Hot food arrived hot — impressive logistics. Worth every penny for a team of 50.,21
312,4,Bella Cucina Events,Italian,platinum,2023-02-15,5,A perfect variety of options for all dietary needs. The food was absolutely delicious. Our go-to caterer for all company events.,21
692,9,Seoul Kitchen Catering,Korean,gold,2023-02-16,5,Incredibly fresh — you could taste the quality. On-time delivery made our event stress-free. Competitive pricing without sacrificing quality.,19
136,2,Spice Route Catering,Indian,gold,2023-02-17,5,"Everything tasted fresh and flavorful. The presentation was beautiful — looked catered, not just delivered. Worth every penny for a team of 50.",23
783,10,New England Deli,American,needs_improvement,2023-02-18,4,Showed up early and had everything ready before our guests arrived. The food exceeded our expectations.,16
736,9,Seoul Kitchen Catering,Korean,gold,2023-02-18,4,"Arrived right on time, which is rare. The food was absolutely delicious.",12
302,4,Bella Cucina Events,Italian,platinum,2023-02-18,5,Incredibly fresh — you could taste the quality. Incredibly fresh — you could taste the quality. Great value for the price.,21
1111,14,Garden State Greens,Vegetarian,silver,2023-02-19,4,Delivery was prompt and professional. Incredibly fresh — you could taste the quality.,13
846,11,Saffron House,Middle Eastern,gold,2023-02-19,5,Hot food arrived hot — impressive logistics. Packaging was neat and easy to serve. Already booked our next order.,19
156,2,Spice Route Catering,Indian,gold,2023-02-19,4,"Arrived right on time, which is rare. Everything tasted fresh and flavorful.",12
1024,13,The Smokehouse BBQ,BBQ,silver,2023-02-19,4,Delivery was prompt and professional. The food exceeded our expectations.,10
2,1,Boston Box Lunch Co.,American,platinum,2023-02-19,5,A perfect variety of options for all dietary needs. Our team raved about the food all afternoon. Already booked our next order.,22
915,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-20,4,"Everything tasted fresh and flavorful. The presentation was beautiful — looked catered, not just delivered.",15
7,1,Boston Box Lunch Co.,American,platinum,2023-02-20,5,The food was absolutely delicious. Packaging was neat and easy to serve. Worth every penny for a team of 50.,20
855,11,Saffron House,Middle Eastern,gold,2023-02-20,4,On-time delivery made our event stress-free. Packaging was neat and easy to serve.,13
443,6,Taqueria Del Sol,Mexican,gold,2023-02-21,4,Hot food arrived hot — impressive logistics. Portions were generous and well-presented.,12
977,12,Pacific Rim Catering,Asian Fusion,silver,2023-02-21,4,Hot food arrived hot — impressive logistics. Showed up early and had everything ready before our guests arrived.,18
259,4,Bella Cucina Events,Italian,platinum,2023-02-22,5,"On-time delivery made our event stress-free. Everything was labeled clearly, including allergen info. Already booked our next order.",18
446,6,Taqueria Del Sol,Mexican,gold,2023-02-23,5,The food was absolutely delicious. Everything tasted fresh and flavorful. Great value for the price.,15
552,7,The Grain Bowl,American,silver,2023-02-24,4,The delivery team handled a difficult parking situation gracefully. Portions were generous and well-presented.,14
1146,15,Federal Street Fare,American,needs_improvement,2023-02-24,4,The food exceeded our expectations. Hot food arrived hot — impressive logistics.,12
899,11,Saffron House,Middle Eastern,gold,2023-02-26,5,"Hot food arrived hot — impressive logistics. Everything was labeled clearly, including allergen info. Worth every penny for a team of 50.",22
898,11,Saffron House,Middle Eastern,gold,2023-02-26,4,Best catering we have had in the office. On-time delivery made our event stress-free.,14
1133,14,Garden State Greens,Vegetarian,silver,2023-02-26,4,The flavors were bold and authentic. The flavors were bold and authentic.,12
310,4,Bella Cucina Events,Italian,platinum,2023-02-27,5,The delivery team handled a difficult parking situation gracefully. Eco-friendly containers were a nice touch. Highly recommend to other offices in the area.,23
509,6,Taqueria Del Sol,Mexican,gold,2023-02-28,4,A perfect variety of options for all dietary needs. On-time delivery made our event stress-free.,15
786,10,New England Deli,American,needs_improvement,2023-02-28,4,The flavors were bold and authentic. Everything tasted fresh and flavorful.,11
398,5,Green Garden Catering,Vegetarian,gold,2023-02-28,4,"The flavors were bold and authentic. Arrived right on time, which is rare.",13
408,5,Green Garden Catering,Vegetarian,gold,2023-03-01,5,Showed up early and had everything ready before our guests arrived. Portions were generous and well-presented. Highly recommend to other offices in the area.,24
1132,14,Garden State Greens,Vegetarian,silver,2023-03-02,4,The quality of the ingredients was outstanding. Showed up early and had everything ready before our guests arrived.,18
677,8,Mediterranean Table,Mediterranean,platinum,2023-03-02,5,Best catering we have had in the office. Delivery was prompt and professional. Our go-to caterer for all company events.,20
1064,14,Garden State Greens,Vegetarian,silver,2023-03-02,5,The delivery team handled a difficult parking situation gracefully. Packaging was neat and easy to serve. Great value for the price.,21
489,6,Taqueria Del Sol,Mexican,gold,2023-03-02,4,The food was absolutely delicious. A perfect variety of options for all dietary needs.,14
1012,13,The Smokehouse BBQ,BBQ,silver,2023-03-03,4,Showed up early and had everything ready before our guests arrived. Delivery was prompt and professional.,16
449,6,Taqueria Del Sol,Mexican,gold,2023-03-03,4,"The driver was courteous and helpful with setup. Everything was labeled clearly, including allergen info.",15
580,7,The Grain Bowl,American,silver,2023-03-05,4,Hot food arrived hot — impressive logistics. The delivery team handled a difficult parking situation gracefully.,16
220,3,Harbor Fresh Kitchen,American,silver,2023-03-06,4,The driver was courteous and helpful with setup. A perfect variety of options for all dietary needs.,17
219,3,Harbor Fresh Kitchen,American,silver,2023-03-06,4,Portions were generous and well-presented. The food exceeded our expectations.,10
1155,15,Federal Street Fare,American,needs_improvement,2023-03-07,4,A perfect variety of options for all dietary needs. The food was absolutely delicious.,14
154,2,Spice Route Catering,Indian,gold,2023-03-08,4,"Showed up early and had everything ready before our guests arrived. Everything was labeled clearly, including allergen info.",18
775,10,New England Deli,American,needs_improvement,2023-03-09,4,Portions were generous and well-presented. The flavors were bold and authentic.,11
288,4,Bella Cucina Events,Italian,platinum,2023-03-09,5,The delivery team handled a difficult parking situation gracefully. A perfect variety of options for all dietary needs. Worth every penny for a team of 50.,26
96,2,Spice Route Catering,Indian,gold,2023-03-10,4,Hot food arrived hot — impressive logistics. Our team raved about the food all afternoon.,15
1154,15,Federal Street Fare,American,needs_improvement,2023-03-11,4,The driver was courteous and helpful with setup. The quality of the ingredients was outstanding.,15
20,1,Boston Box Lunch Co.,American,platinum,2023-03-12,4,Portions were generous and well-presented. On-time delivery made our event stress-free.,11
976,12,Pacific Rim Catering,Asian Fusion,silver,2023-03-12,4,Our team raved about the food all afternoon. Eco-friendly containers were a nice touch.,14
39,1,Boston Box Lunch Co.,American,platinum,2023-03-14,5,The flavors were bold and authentic. The driver was courteous and helpful with setup. Worth every penny for a team of 50.,22
1075,14,Garden State Greens,Vegetarian,silver,2023-03-15,4,The delivery team handled a difficult parking situation gracefully. Portions were generous and well-presented.,14
711,9,Seoul Kitchen Catering,Korean,gold,2023-03-15,4,A perfect variety of options for all dietary needs. Showed up early and had everything ready before our guests arrived.,20
94,2,Spice Route Catering,Indian,gold,2023-03-16,5,"Arrived right on time, which is rare. Eco-friendly containers were a nice touch. Competitive pricing without sacrificing quality.",18
1156,15,Federal Street Fare,American,needs_improvement,2023-03-17,4,"Arrived right on time, which is rare. Portions were generous and well-presented.",12
731,9,Seoul Kitchen Catering,Korean,gold,2023-03-17,4,Delivery was prompt and professional. Hot food arrived hot — impressive logistics.,12
1129,14,Garden State Greens,Vegetarian,silver,2023-03-18,4,"Everything tasted fresh and flavorful. Each item was packaged individually, which our team appreciated.",14
167,2,Spice Route Catering,Indian,gold,2023-03-18,5,A perfect variety of options for all dietary needs. On-time delivery made our event stress-free. We have used them three times and they get better every time.,27
620,8,Mediterranean Table,Mediterranean,platinum,2023-03-19,5,A perfect variety of options for all dietary needs. On-time delivery made our event stress-free. Highly recommend to other offices in the area.,23
135,2,Spice Route Catering,Indian,gold,2023-03-20,4,On-time delivery made our event stress-free. The flavors were bold and authentic.,12
155,2,Spice Route Catering,Indian,gold,2023-03-20,4,Showed up early and had everything ready before our guests arrived. A perfect variety of options for all dietary needs.,20
843,11,Saffron House,Middle Eastern,gold,2023-03-21,5,Delivery was prompt and professional. Incredibly fresh — you could taste the quality. Competitive pricing without sacrificing quality.,18
1119,14,Garden State Greens,Vegetarian,silver,2023-03-21,5,"A perfect variety of options for all dietary needs. The presentation was beautiful — looked catered, not just delivered. We will definitely be ordering again.",25
787,10,New England Deli,American,needs_improvement,2023-03-23,4,"The flavors were bold and authentic. Arrived right on time, which is rare.",13
285,4,Bella Cucina Events,Italian,platinum,2023-03-23,5,A perfect variety of options for all dietary needs. The driver was courteous and helpful with setup. Worth every penny for a team of 50.,25
318,4,Bella Cucina Events,Italian,platinum,2023-03-24,5,Delivery was prompt and professional. Incredibly fresh — you could taste the quality. Competitive pricing without sacrificing quality.,18
349,5,Green Garden Catering,Vegetarian,gold,2023-03-24,5,Hot food arrived hot — impressive logistics. Packaging was neat and easy to serve. Competitive pricing without sacrificing quality.,19
284,4,Bella Cucina Events,Italian,platinum,2023-03-26,4,Hot food arrived hot — impressive logistics. Hot food arrived hot — impressive logistics.,14
1193,15,Federal Street Fare,American,needs_improvement,2023-03-27,3,"Would order again, though we hope they fix the labeling issue. A perfect variety of options for all dietary needs. Awful packaging — leaking containers made a mess of our conference table.",32
111,2,Spice Route Catering,Indian,gold,2023-03-28,4,Hot food arrived hot — impressive logistics. Hot food arrived hot — impressive logistics.,14
59,1,Boston Box Lunch Co.,American,platinum,2023-03-28,5,The quality of the ingredients was outstanding. Portions were generous and well-presented. Great value for the price.,17
444,6,Taqueria Del Sol,Mexican,gold,2023-03-28,4,On-time delivery made our event stress-free. Packaging was neat and easy to serve.,13
234,3,Harbor Fresh Kitchen,American,silver,2023-03-28,4,Everything tasted fresh and flavorful. Showed up early and had everything ready before our guests arrived.,16
463,6,Taqueria Del Sol,Mexican,gold,2023-03-29,5,Hot food arrived hot — impressive logistics. The driver was courteous and helpful with setup. Affordable and filling — will order again.,22
715,9,Seoul Kitchen Catering,Korean,gold,2023-03-29,5,The delivery team handled a difficult parking situation gracefully. The delivery team handled a difficult parking situation gracefully. Our go-to caterer for all company events.,25
270,4,Bella Cucina Events,Italian,platinum,2023-03-30,5,"Our team raved about the food all afternoon. The presentation was beautiful — looked catered, not just delivered. Our go-to caterer for all company events.",25
4,1,Boston Box Lunch Co.,American,platinum,2023-03-30,5,Showed up early and had everything ready before our guests arrived. The quality of the ingredients was outstanding. Affordable and filling — will order again.,25
1097,14,Garden State Greens,Vegetarian,silver,2023-03-30,5,Hot food arrived hot — impressive logistics. Everything tasted fresh and flavorful. Affordable and filling — will order again.,19
569,7,The Grain Bowl,American,silver,2023-03-31,4,Hot food arrived hot — impressive logistics. The delivery team handled a difficult parking situation gracefully.,16
881,11,Saffron House,Middle Eastern,gold,2023-04-01,5,The quality of the ingredients was outstanding. Showed up early and had everything ready before our guests arrived. We will definitely be ordering again.,24
996,13,The Smokehouse BBQ,BBQ,silver,2023-04-01,4,Delivery was prompt and professional. The delivery team handled a difficult parking situation gracefully.,14
535,7,The Grain Bowl,American,silver,2023-04-01,4,The flavors were bold and authentic. Best catering we have had in the office.,14
708,9,Seoul Kitchen Catering,Korean,gold,2023-04-02,4,Incredibly fresh — you could taste the quality. On-time delivery made our event stress-free.,14
265,4,Bella Cucina Events,Italian,platinum,2023-04-02,5,On-time delivery made our event stress-free. Hot food arrived hot — impressive logistics. Worth every penny for a team of 50.,21
953,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-03,5,"Arrived right on time, which is rare. Eco-friendly containers were a nice touch. Highly recommend to other offices in the area.",21
810,10,New England Deli,American,needs_improvement,2023-04-03,4,The flavors were bold and authentic. Portions were generous and well-presented.,11
5,1,Boston Box Lunch Co.,American,platinum,2023-04-03,5,"Arrived right on time, which is rare. Everything was labeled clearly, including allergen info. Competitive pricing without sacrificing quality.",19
145,2,Spice Route Catering,Indian,gold,2023-04-03,5,A perfect variety of options for all dietary needs. A perfect variety of options for all dietary needs. Already booked our next order.,23
835,11,Saffron House,Middle Eastern,gold,2023-04-03,5,The driver was courteous and helpful with setup. Eco-friendly containers were a nice touch. Our go-to caterer for all company events.,21
921,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-04,4,The food exceeded our expectations. Incredibly fresh — you could taste the quality.,13
1152,15,Federal Street Fare,American,needs_improvement,2023-04-04,4,"Portions were generous and well-presented. The presentation was beautiful — looked catered, not just delivered.",15
649,8,Mediterranean Table,Mediterranean,platinum,2023-04-04,5,On-time delivery made our event stress-free. The driver was courteous and helpful with setup. Great value for the price.,19
678,8,Mediterranean Table,Mediterranean,platinum,2023-04-05,5,Portions were generous and well-presented. Portions were generous and well-presented. Worth every penny for a team of 50.,18
978,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-05,4,The delivery team handled a difficult parking situation gracefully. Best catering we have had in the office.,17
541,7,The Grain Bowl,American,silver,2023-04-07,4,The food was absolutely delicious. A perfect variety of options for all dietary needs.,14
585,7,The Grain Bowl,American,silver,2023-04-08,4,The driver was courteous and helpful with setup. Eco-friendly containers were a nice touch.,14
345,4,Bella Cucina Events,Italian,platinum,2023-04-08,5,On-time delivery made our event stress-free. Best catering we have had in the office. Highly recommend to other offices in the area.,22
1168,15,Federal Street Fare,American,needs_improvement,2023-04-10,4,The food exceeded our expectations. A perfect variety of options for all dietary needs.,14
603,8,Mediterranean Table,Mediterranean,platinum,2023-04-12,5,The driver was courteous and helpful with setup. Hot food arrived hot — impressive logistics. Our go-to caterer for all company events.,22
256,4,Bella Cucina Events,Italian,platinum,2023-04-14,5,On-time delivery made our event stress-free. Packaging was neat and easy to serve. Worth every penny for a team of 50.,21
43,1,Boston Box Lunch Co.,American,platinum,2023-04-15,5,On-time delivery made our event stress-free. A perfect variety of options for all dietary needs. Highly recommend to other offices in the area.,23
438,6,Taqueria Del Sol,Mexican,gold,2023-04-15,4,Incredibly fresh — you could taste the quality. The food exceeded our expectations.,13
53,1,Boston Box Lunch Co.,American,platinum,2023-04-15,5,Incredibly fresh — you could taste the quality. The food exceeded our expectations. Already booked our next order.,18
10,1,Boston Box Lunch Co.,American,platinum,2023-04-16,5,Best catering we have had in the office. Our team raved about the food all afternoon. We have used them three times and they get better every time.,28
1004,13,The Smokehouse BBQ,BBQ,silver,2023-04-17,4,"Incredibly fresh — you could taste the quality. Everything was labeled clearly, including allergen info.",15
1115,14,Garden State Greens,Vegetarian,silver,2023-04-17,5,The quality of the ingredients was outstanding. Portions were generous and well-presented. We have used them three times and they get better every time.,24
233,3,Harbor Fresh Kitchen,American,silver,2023-04-18,4,"Portions were generous and well-presented. The presentation was beautiful — looked catered, not just delivered.",15
961,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-19,5,"Incredibly fresh — you could taste the quality. Everything was labeled clearly, including allergen info. Affordable and filling — will order again.",22
474,6,Taqueria Del Sol,Mexican,gold,2023-04-19,5,On-time delivery made our event stress-free. The delivery team handled a difficult parking situation gracefully. Competitive pricing without sacrificing quality.,20
224,3,Harbor Fresh Kitchen,American,silver,2023-04-20,4,On-time delivery made our event stress-free. The delivery team handled a difficult parking situation gracefully.,15
1088,14,Garden State Greens,Vegetarian,silver,2023-04-20,4,Best catering we have had in the office. On-time delivery made our event stress-free.,14
367,5,Green Garden Catering,Vegetarian,gold,2023-04-20,4,Delivery was prompt and professional. The driver was courteous and helpful with setup.,13
211,3,Harbor Fresh Kitchen,American,silver,2023-04-22,5,Everything tasted fresh and flavorful. A perfect variety of options for all dietary needs. Competitive pricing without sacrificing quality.,19
182,3,Harbor Fresh Kitchen,American,silver,2023-04-22,4,The quality of the ingredients was outstanding. Portions were generous and well-presented.,12
99,2,Spice Route Catering,Indian,gold,2023-04-23,4,Portions were generous and well-presented. Everything tasted fresh and flavorful.,10
746,9,Seoul Kitchen Catering,Korean,gold,2023-04-24,5,Portions were generous and well-presented. Best catering we have had in the office. Worth every penny for a team of 50.,21
329,4,Bella Cucina Events,Italian,platinum,2023-04-25,5,The flavors were bold and authentic. Best catering we have had in the office. Already booked our next order.,19
1078,14,Garden State Greens,Vegetarian,silver,2023-04-25,4,Delivery was prompt and professional. The flavors were bold and authentic.,11
207,3,Harbor Fresh Kitchen,American,silver,2023-04-26,4,"The quality of the ingredients was outstanding. Arrived right on time, which is rare.",14
947,12,Pacific Rim Catering,Asian Fusion,silver,2023-04-26,4,The flavors were bold and authentic. The driver was courteous and helpful with setup.,14
294,4,Bella Cucina Events,Italian,platinum,2023-04-28,4,Best catering we have had in the office. The delivery team handled a difficult parking situation gracefully.,17
1182,15,Federal Street Fare,American,needs_improvement,2023-04-29,4,Incredibly fresh — you could taste the quality. Packaging was neat and easy to serve.,15
1184,15,Federal Street Fare,American,needs_improvement,2023-05-01,4,Showed up early and had everything ready before our guests arrived. Best catering we have had in the office.,19
423,5,Green Garden Catering,Vegetarian,gold,2023-05-01,5,"Delivery was prompt and professional. Arrived right on time, which is rare. We will definitely be ordering again.",18
9,1,Boston Box Lunch Co.,American,platinum,2023-05-01,5,"The delivery team handled a difficult parking situation gracefully. Each item was packaged individually, which our team appreciated. Worth every penny for a team of 50.",26
141,2,Spice Route Catering,Indian,gold,2023-05-02,5,Portions were generous and well-presented. The quality of the ingredients was outstanding. Highly recommend to other offices in the area.,20
1014,13,The Smokehouse BBQ,BBQ,silver,2023-05-02,4,Showed up early and had everything ready before our guests arrived. The flavors were bold and authentic.,17
1186,15,Federal Street Fare,American,needs_improvement,2023-05-02,4,Everything tasted fresh and flavorful. A perfect variety of options for all dietary needs.,14
1149,15,Federal Street Fare,American,needs_improvement,2023-05-02,4,The flavors were bold and authentic. The delivery team handled a difficult parking situation gracefully.,15
246,3,Harbor Fresh Kitchen,American,silver,2023-05-03,4,"Our team raved about the food all afternoon. The presentation was beautiful — looked catered, not just delivered.",18
840,11,Saffron House,Middle Eastern,gold,2023-05-04,5,Delivery was prompt and professional. Hot food arrived hot — impressive logistics. Our go-to caterer for all company events.,19
